10	37	39	51
20	44	39	51
30	51	39	51
40	51	51	51
50	44	47	51
60	51	44	51
70	47	51	51
80	44	44	51
90	40	51	51
100	51	47	51
110	44	47	51
120	44	47	51
130	37	44	51
140	44	47	51
150	51	51	51
160	51	47	51
170	39	47	51
180	44	44	51
190	39	44	51
200	39	51	51
210	44	51	51
220	44	47	51
230	51	47	51
240	37	51	51
250	47	51	51
260	44	47	51
270	44	51	51
280	40	47	51
290	51	51	51
300	39	51	51
